"","time","posX","posY","orientation","mac","signal","rawTime"
"41486",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:8a",-68,1140720029666
"41487",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:90",-72,1140720029666
"41488",2006-02-23 12:40:29,29.58,7.93,315,"00:0f:a3:39:dd:cd",-87,1140720029666
"41491",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:8d",-47,1140720029918
"41492",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:81",-47,1140720029918
"41493",2006-02-23 12:40:29,29.58,7.93,315,"00:0f:a3:39:e1:c0",-51,1140720029918
"41494",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:8a",-69,1140720029918
"41495",2006-02-23 12:40:29,29.58,7.93,315,"00:14:bf:b1:97:90",-77,1140720029918
"41496",2006-02-23 12:40:29,29.58,7.93,315,"00:0f:a3:39:dd:cd",-86,1140720029918
"41499",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:81",-47,1140720030170
"41500",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:8d",-51,1140720030170
"41501",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:e1:c0",-55,1140720030170
"41502",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:8a",-67,1140720030170
"41503",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:90",-76,1140720030170
"41504",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:3b:c7:c6",-70,1140720030170
"41505",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:dd:cd",-86,1140720030170
"41507",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720030422
"41508",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:8d",-53,1140720030422
"41509",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:e1:c0",-55,1140720030422
"41510",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:90",-72,1140720030422
"41511",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:8a",-68,1140720030422
"41512",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:3b:c7:c6",-69,1140720030422
"41513",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:dd:cd",-85,1140720030422
"41515",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720030674
"41516",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:8d",-53,1140720030674
"41517",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:e1:c0",-51,1140720030674
"41518",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:90",-76,1140720030674
"41519",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:dd:cd",-86,1140720030674
"41521",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:e1:c0",-52,1140720030934
"41522",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:3b:c7:c6",-69,1140720030934
"41523",2006-02-23 12:40:30,29.58,7.93,315,"00:14:bf:b1:97:90",-76,1140720030934
"41524",2006-02-23 12:40:30,29.58,7.93,315,"00:0f:a3:39:dd:cd",-87,1140720030934
"41527",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720031186
"41528",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:e1:c0",-52,1140720031186
"41529",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:8a",-66,1140720031186
"41530",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:3b:c7:c6",-70,1140720031186
"41531",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:90",-76,1140720031186
"41532",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:dd:cd",-86,1140720031186
"41534",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720031438
"41535",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:8d",-53,1140720031438
"41536",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:e1:c0",-52,1140720031438
"41537",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:3b:c7:c6",-69,1140720031438
"41538",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:8a",-66,1140720031438
"41539",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:90",-72,1140720031438
"41540",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:dd:cd",-85,1140720031438
"41543",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720031790
"41544",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:8d",-51,1140720031790
"41545",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:e1:c0",-52,1140720031790
"41546",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:8a",-68,1140720031790
"41547",2006-02-23 12:40:31,29.58,7.93,315,"00:14:bf:b1:97:90",-77,1140720031790
"41548",2006-02-23 12:40:31,29.58,7.93,315,"00:0f:a3:39:dd:cd",-86,1140720031790
"41550",2006-02-23 12:40:32,29.58,7.93,315,"00:0f:a3:39:e1:c0",-50,1140720032042
"41551",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:8a",-67,1140720032042
"41552",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:3b:c7:c6",-70,1140720032042
"41553",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:8d",-53,1140720032042
"41554",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:90",-76,1140720032042
"41555",2006-02-23 12:40:32,29.58,7.93,315,"00:0f:a3:39:dd:cd",-82,1140720032042
"41558",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:8d",-46,1140720032294
"41559",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:81",-48,1140720032294
"41560",2006-02-23 12:40:32,29.58,7.93,315,"00:0f:a3:39:e1:c0",-52,1140720032294
"41561",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:8a",-71,1140720032294
"41562",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:8a",-72,1140720032294
"41563",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:3b:c7:c6",-71,1140720032294
"41564",2006-02-23 12:40:32,29.58,7.93,315,"00:14:bf:b1:97:90",-73,1140720032294
"41565",2006-02-23 12:40:32,29.58,7.93,315,"00:0f:a3:39:dd:cd",-80,1140720032294
"41567",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720065432
"41568",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720065432
"41569",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720065432
"41570",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:e1:c0",-58,1140720065432
"41571",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720065432
"41572",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:dd:cd",-79,1140720065432
"41573",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:90",-81,1140720065432
"41576",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:81",-47,1140720065684
"41577",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:e1:c0",-58,1140720065684
"41578",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720065684
"41579",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:dd:cd",-83,1140720065684
"41580",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:90",-82,1140720065684
"41584",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720065936
"41585",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:81",-46,1140720065936
"41586",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720065936
"41587",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:e1:c0",-60,1140720065936
"41588",2006-02-23 12:41:05,31.06,7.19,225,"00:14:bf:3b:c7:c6",-69,1140720065936
"41589",2006-02-23 12:41:05,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720065936
"41592",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720066196
"41593",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720066196
"41594",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720066196
"41595",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720066196
"41596",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720066196
"41597",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720066196
"41600",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720066448
"41601",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:e1:c0",-54,1140720066448
"41602",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720066448
"41603",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720066448
"41604",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720066448
"41606",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720066700
"41607",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720066700
"41608",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720066700
"41609",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8a",-65,1140720066700
"41610",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720066700
"41611",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720066700
"41614",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720066952
"41615",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720066952
"41616",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720066952
"41617",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720066952
"41618",2006-02-23 12:41:06,31.06,7.19,225,"00:0f:a3:39:dd:cd",-78,1140720066952
"41619",2006-02-23 12:41:06,31.06,7.19,225,"00:14:bf:b1:97:8a",-68,1140720066952
"41622",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720067204
"41623",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720067204
"41624",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720067204
"41625",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:3b:c7:c6",-72,1140720067204
"41626",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720067204
"41629",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720067456
"41630",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720067456
"41631",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720067456
"41632",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720067456
"41633",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720067456
"41634",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:90",-81,1140720067456
"41635",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720067456
"41638",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720067708
"41639",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720067708
"41640",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720067708
"41641",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720067708
"41642",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:3b:c7:c6",-70,1140720067708
"41643",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720067708
"41644",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720067708
"41646",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720067960
"41647",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720067960
"41648",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720067960
"41649",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720067960
"41650",2006-02-23 12:41:07,31.06,7.19,225,"00:0f:a3:39:dd:cd",-78,1140720067960
"41651",2006-02-23 12:41:07,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720067960
"41653",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8d",-41,1140720068213
"41654",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:81",-46,1140720068213
"41655",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720068213
"41656",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:e1:c0",-58,1140720068213
"41657",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:3b:c7:c6",-69,1140720068213
"41658",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720068213
"41659",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720068213
"41662",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720068464
"41663",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720068464
"41664",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:3b:c7:c6",-68,1140720068464
"41665",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720068464
"41666",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720068464
"41669",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720068716
"41670",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720068716
"41671",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:3b:c7:c6",-70,1140720068716
"41672",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720068716
"41674",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720068968
"41675",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720068968
"41676",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:e1:c0",-55,1140720068968
"41677",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720068968
"41678",2006-02-23 12:41:08,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720068968
"41679",2006-02-23 12:41:08,31.06,7.19,225,"00:14:bf:b1:97:90",-82,1140720068968
"41681",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720069220
"41682",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:e1:c0",-55,1140720069220
"41683",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:3b:c7:c6",-72,1140720069220
"41684",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720069220
"41686",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720069473
"41687",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720069473
"41688",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720069473
"41689",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720069473
"41690",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720069473
"41691",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:dd:cd",-77,1140720069473
"41692",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720069473
"41695",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720069725
"41696",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:81",-46,1140720069725
"41697",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720069725
"41698",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720069725
"41699",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720069725
"41700",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:dd:cd",-79,1140720069725
"41703",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720069977
"41704",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720069977
"41705",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720069977
"41706",2006-02-23 12:41:09,31.06,7.19,225,"00:0f:a3:39:dd:cd",-79,1140720069977
"41707",2006-02-23 12:41:09,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720069977
"41710",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8d",-38,1140720070229
"41711",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720070229
"41712",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720070229
"41713",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720070229
"41714",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:dd:cd",-76,1140720070229
"41715",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720070229
"41717",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720070480
"41718",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720070480
"41719",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:dd:cd",-78,1140720070480
"41720",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720070480
"41722",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8d",-38,1140720070733
"41723",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:81",-46,1140720070733
"41724",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720070733
"41725",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720070733
"41726",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720070733
"41727",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720070733
"41728",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720070733
"41730",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720070985
"41731",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720070985
"41732",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720070985
"41733",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720070985
"41734",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:3b:c7:c6",-68,1140720070985
"41735",2006-02-23 12:41:10,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720070985
"41736",2006-02-23 12:41:10,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720070985
"41738",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720071237
"41739",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720071237
"41740",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720071237
"41741",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720071237
"41742",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:3b:c7:c6",-68,1140720071237
"41743",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720071237
"41744",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:dd:cd",-80,1140720071237
"41747",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720071489
"41748",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720071489
"41749",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720071489
"41750",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8a",-66,1140720071489
"41751",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:3b:c7:c6",-68,1140720071489
"41752",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:dd:cd",-79,1140720071489
"41753",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720071489
"41756",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720071741
"41757",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720071741
"41758",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:e1:c0",-55,1140720071741
"41759",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720071741
"41760",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720071741
"41761",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:dd:cd",-78,1140720071741
"41762",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720071993
"41763",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720071993
"41764",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:e1:c0",-58,1140720071993
"41765",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720071993
"41766",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:90",-78,1140720071993
"41767",2006-02-23 12:41:11,31.06,7.19,225,"00:14:bf:b1:97:90",-78,1140720071993
"41768",2006-02-23 12:41:11,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720071993
"41771",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720072245
"41772",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720072245
"41773",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720072245
"41774",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720072245
"41775",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720072245
"41776",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:90",-78,1140720072245
"41777",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720072245
"41779",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720072497
"41780",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:81",-47,1140720072497
"41781",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:e1:c0",-57,1140720072497
"41782",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:3b:c7:c6",-69,1140720072497
"41783",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:3b:c7:c6",-70,1140720072497
"41784",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720072497
"41785",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:90",-79,1140720072497
"41786",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720072497
"41789",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720072749
"41790",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:e1:c0",-58,1140720072749
"41791",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8a",-60,1140720072749
"41792",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:b1:97:8d",-39,1140720072749
"41793",2006-02-23 12:41:12,31.06,7.19,225,"00:14:bf:3b:c7:c6",-72,1140720072749
"41794",2006-02-23 12:41:12,31.06,7.19,225,"00:0f:a3:39:dd:cd",-81,1140720072749
"41795",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720073005
"41796",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:e1:c0",-55,1140720073005
"41797",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:3b:c7:c6",-73,1140720073005
"41798",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:8a",-61,1140720073005
"41799",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720073005
"41800",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:90",-83,1140720073005
"41802",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:3b:c7:c6",-71,1140720073256
"41803",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:81",-44,1140720073509
"41804",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:e1:c0",-56,1140720073509
"41805",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:8a",-62,1140720073509
"41806",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:90",-80,1140720073509
"41807",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:dd:cd",-83,1140720073509
"41808",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:3b:c7:c6",-70,1140720073509
"41810",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:8d",-40,1140720073761
"41811",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:e1:c0",-55,1140720073761
"41812",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:8a",-64,1140720073761
"41813",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:3b:c7:c6",-74,1140720073761
"41814",2006-02-23 12:41:13,31.06,7.19,225,"00:14:bf:b1:97:90",-81,1140720073761
"41815",2006-02-23 12:41:13,31.06,7.19,225,"00:0f:a3:39:dd:cd",-82,1140720073761
"41817",2006-02-23 12:41:14,31.06,7.19,225,"00:14:bf:b1:97:81",-45,1140720074013
